Frame,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,x21,y21,x22,y22,x23,y23,x24,y24,x25,y25
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1118.98,692.099,1360.29,756.932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1436.84,668.641,1430.92,683.316,1389.71,789.305
23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,0,0,0,0,0,0,0,0,0,0,362.544,412.547,739.206,362.542,974.683,324.321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,0,0,0,0,0,0,0,0,0,0,397.858,412.604,739.248,368.488,1033.57,338.967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,0,0,362.495,547.976,415.501,424.297,762.71,388.932,0,0,291.928,627.429,0,0,0,0,780.466,636.222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,0,0,386.054,583.293,418.437,433.164,765.771,388.987,989.412,359.618,362.579,695.133,439.067,812.804,0,0,804.027,609.732,842.259,553.91,924.613,453.712,951.192,812.825,780.471,665.67,0,0,0,0,0,0,0,0,0,0,224.168,648.037,0,0,0,0,0,0,0,0,0,0,954.204,821.671
61,0,0,403.706,595.017,433.145,436.112,774.534,391.944,0,0,386.009,703.957,436.107,821.671,0,0,821.672,595.012,871.693,542.052,924.692,453.728,0,0,0,0,0,0,0,0,0,0,253.592,689.199,0,0,244.833,650.953,0,0,0,0,0,0,0,0,0,0,0,0
62,294.774,700.975,409.664,598.012,439.107,442.039,777.482,397.847,980.589,365.561,397.821,721.597,0,0,0,0,868.767,597.933,909.952,544.995,924.713,453.67,0,0,886.404,656.835,0,0,0,0,0,0,274.251,686.317,0,0,265.397,650.942,0,0,0,0,0,0,0,0,0,0,0,0
63,0,0,430.166,603.84,453.718,447.904,786.336,403.705,1024.76,383.055,439.002,792.235,506.701,809.907,0,0,830.5,624.403,877.583,580.345,912.931,456.593,0,0,877.565,706.875,0,0,0,0,0,0,0,0,321.286,521.435,268.28,671.518,0,0,0,0,0,0,0,0,0,0,0,0
64,0,0,439.016,606.8,462.654,450.792,789.243,409.525,924.674,386.037,441.974,777.522,586.22,833.366,0,0,898.187,506.703,904.087,489.079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291.806,665.677,0,0,0,0,0,0,0,0,0,0,0,0
65,0,0,450.777,612.731,477.252,453.728,0,0,0,0,453.669,786.364,600.968,830.535,809.921,854.008,895.259,506.787,904.029,494.972,0,0,0,0,903.997,648.039,0,0,0,0,0,0,0,0,347.81,539.101,291.874,645.094,0,0,0,0,0,0,0,0,0,0,0,0
66,0,0,456.709,606.851,483.14,453.744,709.833,421.366,933.542,400.77,459.76,777.518,618.602,827.599,0,0,889.365,521.447,904.053,503.759,0,0,0,0,904.059,627.421,0,0,0,0,0,0,0,0,359.568,539.17,306.592,671.536,0,0,0,0,0,0,0,0,0,0,0,0
67,0,0,465.562,600.977,497.909,447.858,812.896,418.428,0,0,471.457,783.366,624.43,818.692,821.688,853.945,848.168,597.999,886.428,530.322,915.832,477.23,0,0,883.474,683.35,0,0,0,0,0,0,0,0,371.342,536.183,309.493,668.605,0,0,0,0,0,0,0,0,0,0,0,0
68,0,0,480.32,603.907,506.819,456.746,724.547,433.21,918.768,415.571,483.102,774.596,621.525,812.898,815.82,845.253,886.436,553.844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380.16,536.209,318.329,665.666,0,0,0,0,0,0,0,0,0,0,0,0
69,0,0,486.233,600.878,521.482,456.666,827.549,433.159,904.075,430.236,492.01,762.715,627.379,812.955,0,0,880.539,589.154,909.988,521.469,0,0,0,0,883.487,650.966,0,0,0,0,0,0,0,0,392.019,547.971,338.997,668.627,0,0,0,0,0,0,0,0,0,0,0,0
70,0,0,503.701,606.852,530.281,459.616,703.955,438.995,915.826,433.233,503.796,777.55,645.079,812.905,0,0,895.26,539.112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,406.693,550.844,350.782,674.566,0,0,0,0,0,0,0,0,0,0,0,0
71,0,0,512.681,606.814,547.891,459.638,812.849,453.71,927.661,442.015,518.486,768.734,659.785,812.897,927.654,856.891,971.742,595.046,962.941,615.645,1171.9,486.134,0,0,0,0,0,0,0,0,0,0,0,0,418.423,553.865,365.495,680.373,0,0,0,0,0,0,0,0,0,0,0,0
72,0,0,527.41,612.702,550.962,471.453,801.083,459.617,927.662,456.591,527.297,762.784,665.64,812.87,898.212,854.059,909.99,562.656,933.535,556.781,1204.29,524.389,0,0,0,0,0,0,0,0,0,0,0,0,433.151,556.831,386.063,668.68,0,0,0,0,0,0,0,0,0,0,0,0
73,0,0,536.163,615.601,556.735,480.158,848.166,459.595,912.921,459.542,533.217,762.868,659.804,812.887,836.38,836.464,909.972,577.388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439.017,562.651,389.081,689.199,0,0,0,0,0,0,0,0,0,0,0,0
74,0,0,550.808,621.501,574.372,480.163,774.578,468.473,898.187,462.585,547.926,762.837,701.04,812.851,886.453,848.118,948.204,639.167,0,0,0,0,0,0,927.59,712.77,0,0,0,0,0,0,0,0,0,0,421.372,686.307,0,0,0,0,0,0,0,0,0,0,0,0
75,0,0,556.831,627.388,577.41,486.213,865.873,474.4,1001.2,503.895,556.732,765.708,718.604,818.749,921.698,854.037,992.361,624.483,0,0,0,0,0,0,974.722,656.841,0,0,0,0,0,0,0,0,0,0,412.534,674.5,0,0,0,0,0,0,0,0,0,0,0,0
76,0,0,571.504,633.326,592.07,489.123,874.615,480.179,992.344,503.874,571.453,768.724,718.733,815.818,930.56,854.022,974.731,612.702,0,0,0,0,0,0,974.711,648.014,1189.61,468.484,0,0,0,0,0,0,0,0,439.02,689.171,0,0,0,0,0,0,0,0,0,0,0,0
77,0,0,577.434,633.32,606.815,494.935,880.566,483.292,1004.16,509.741,571.478,765.664,712.81,812.962,862.873,839.366,986.48,618.578,995.304,574.481,1254.29,577.365,0,0,974.72,653.909,1186.66,809.924,0,0,0,0,0,0,0,0,439.072,692.214,0,0,0,0,0,0,0,0,0,0,0,0
78,0,0,583.281,645.042,612.652,503.843,874.662,492.046,992.359,524.332,577.408,774.615,724.552,815.782,0,0,951.158,618.596,968.815,589.129,1189.57,515.576,0,0,951.192,680.382,0,0,0,0,0,0,0,0,492.042,603.933,450.806,695.059,0,0,0,0,0,0,0,0,0,0,0,0
79,0,0,592.116,648.087,618.576,509.759,865.777,503.829,971.753,524.343,580.304,771.68,730.459,815.858,859.949,836.411,968.836,630.366,980.606,595.039,1233.75,595.049,0,0,962.937,662.726,0,0,0,0,0,0,0,0,486.235,600.914,453.762,692.221,0,0,0,0,0,0,0,0,0,0,0,0
80,0,0,597.841,648.065,621.443,524.33,860.011,506.775,965.919,527.26,583.219,762.841,730.425,818.794,859.998,836.383,951.13,618.572,959.992,589.164,1192.51,589.14,0,0,933.528,712.774,1160.17,821.678,0,0,0,0,0,0,503.773,612.675,459.721,706.858,0,0,0,0,0,0,0,0,0,0,0,0
81,0,0,598.063,653.911,621.516,530.296,871.725,515.52,968.84,527.198,592.106,768.717,748.1,824.577,0,0,962.953,624.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,506.706,612.687,459.744,715.559,0,0,0,0,0,0,0,0,0,0,0,0
82,0,0,601.05,656.829,624.424,530.327,874.67,509.736,986.517,527.379,597.984,771.655,727.463,824.616,0,0,977.653,645.032,974.717,597.989,1363.25,600.959,1683.98,553.931,954.109,677.45,1360.33,615.608,1687.01,553.921,0,0,0,0,506.853,621.496,465.546,715.669,0,0,0,0,1710.57,556.758,0,0,0,0,1707.57,553.748
83,0,0,603.947,668.519,621.563,536.22,865.796,521.416,986.504,533.216,600.946,777.542,739.187,827.497,0,0,954.116,642.081,971.768,603.845,1392.6,597.86,1666.35,556.873,942.356,683.336,1386.79,600.919,1672.29,556.742,0,0,0,0,515.569,627.431,477.244,715.663,0,0,0,0,0,0,1687.01,562.639,1678.1,574.447,0,0
84,0,0,606.849,668.518,624.512,547.978,877.613,518.535,1001.26,533.18,601.059,777.548,739.256,818.774,957.052,854.02,930.611,624.498,948.207,592.107,1095.4,539.099,1301.39,497.938,927.586,650.951,1401.6,600.986,1648.74,580.313,0,0,0,0,524.38,618.541,483.133,709.807,0,0,0,0,1678.11,580.332,0,0,0,0,1307.38,491.993
85,0,0,612.684,668.611,627.436,550.901,892.312,512.634,1068.85,509.654,603.853,768.656,739.333,821.65,927.6,842.286,936.48,645.02,951.136,600.879,1404.42,712.791,1639.87,692.054,930.543,712.737,1395.57,715.653,1634.06,689.25,0,0,0,0,527.359,609.762,486.18,712.711,0,0,0,0,0,0,1707.67,671.642,1698.74,686.289,1660.46,665.651
86,0,0,621.489,671.603,639.118,553.792,877.581,518.475,1010.09,524.355,612.729,777.477,748.089,818.79,915.869,839.279,915.857,636.208,930.541,589.163,1024.8,556.843,1304.4,497.95,906.984,709.798,1118.96,801.071,0,0,0,0,0,0,527.395,618.501,489.139,709.785,0,0,0,0,0,0,0,0,0,0,1324.95,486.205
87,0,0,624.403,668.54,644.962,550.776,857.032,524.439,998.255,512.661,615.658,765.744,745.221,821.625,965.876,842.293,909.998,645.015,924.683,595.02,1127.75,597.951,0,0,904.029,712.756,1116.04,801.032,1139.54,806.891,0,0,0,0,530.311,615.679,503.73,712.749,0,0,0,0,0,0,0,0,0,0,0,0
88,0,0,627.393,668.513,648.023,553.737,868.771,524.312,1063.04,506.779,618.584,765.649,748.101,818.747,995.335,842.325,912.881,639.198,927.579,595.015,1130.71,574.45,0,0,907.114,700.978,1124.85,765.765,0,0,0,0,0,0,544.978,624.484,509.663,706.928,0,0,0,0,0,0,0,0,0,0,0,0
89,0,0,636.236,668.604,651.017,553.768,862.85,527.403,1071.79,506.732,624.51,765.79,753.984,815.813,974.728,836.442,945.266,650.939,957.079,606.791,1221.96,624.42,1566.36,615.607,930.58,715.67,1163.11,756.919,0,0,0,0,0,0,550.831,630.353,512.608,709.849,0,0,0,0,0,0,1610.42,580.291,1601.64,597.953,1595.77,600.99
90,0,0,642.13,668.595,656.84,553.855,857.037,530.381,1027.69,524.404,633.254,762.885,742.242,812.935,948.228,836.31,915.85,636.265,930.599,594.985,1101.32,606.794,1151.28,698.062,907.046,695.181,1127.78,806.933,0,0,0,0,0,0,553.796,627.377,524.376,701.007,0,0,0,0,0,0,0,0,0,0,1165.98,703.966
91,0,0,645.084,668.643,665.694,553.864,856.915,533.291,1021.81,524.448,642.044,765.652,748.128,812.82,957.049,833.363,921.724,645.114,936.428,600.9,0,0,0,0,912.932,712.697,1163.06,742.22,0,0,0,0,0,0,562.673,627.434,530.314,706.846,0,0,0,0,0,0,0,0,0,0,0,0
92,0,0,651.014,668.596,671.463,553.967,868.757,536.21,1015.95,506.779,645.12,762.766,786.365,812.835,983.54,833.392,907.006,648.049,930.525,598.039,995.317,577.389,1168.97,615.586,898.158,712.675,1157.18,759.853,1174.88,742.18,0,0,527.182,730.383,568.527,624.471,530.398,698.122,0,0,0,0,0,0,0,0,0,0,0,0
93,0,0,659.727,665.645,674.46,556.726,859.99,542.036,1018.82,503.889,648.072,754.009,777.505,809.826,954.16,827.593,912.941,642.156,927.539,598.014,1030.65,577.425,1280.78,630.336,901.098,706.854,974.708,718.633,1171.9,742.153,0,0,521.517,718.659,577.495,633.335,533.319,695.122,0,0,0,0,1171.91,736.305,0,0,0,0,1301.38,633.323
94,0,0,665.678,668.49,677.484,556.852,859.883,544.97,1015.89,521.393,656.836,753.94,765.854,806.972,954.134,827.57,927.637,647.987,936.446,600.892,1048.33,598.022,1425.07,706.87,909.987,712.732,1180.72,736.306,0,0,0,0,0,0,586.212,624.431,547.97,692.188,0,0,0,0,0,0,0,0,0,0,1433.89,706.862
95,0,0,671.523,668.492,689.16,556.761,860.022,545.036,1021.86,512.678,665.659,751.054,868.768,815.759,1024.79,833.341,933.544,645.048,939.427,600.95,1174.86,621.422,1445.63,597.99,930.526,712.715,1351.47,621.54,0,0,0,0,527.249,698.123,597.857,627.405,550.869,695.041,0,0,0,0,0,0,0,0,0,0,0,0
96,0,0,674.483,659.817,692.123,553.925,862.919,542.012,1024.74,509.755,668.645,748.083,806.958,801.011,1012.98,821.649,954.091,647.974,968.836,606.816,1163.11,615.607,1422.14,618.573,951.153,700.999,1163.08,615.664,1430.96,618.519,0,0,0,0,597.988,621.578,556.839,698.007,1525.13,621.522,1522.16,612.666,1492.7,630.311,0,0,0,0,1425.08,615.625
97,0,0,674.586,653.875,695.028,553.805,874.596,539.139,1024.68,512.617,668.712,742.255,789.4,789.4,971.745,812.753,945.288,642.161,960.003,603.902,1327.87,683.316,1589.8,698.018,927.651,709.833,1354.39,692.183,1589.91,698.053,0,0,0,0,600.937,618.627,565.616,692.214,1633.92,642.072,1633.92,642.167,1622.25,703.948,1634.06,642.106,1636.93,653.892,1630.95,700.973
98,559.718,715.635,680.43,650.944,695.165,553.784,877.585,539.158,1042.41,518.518,671.591,742.254,880.412,809.726,1051.25,818.726,948.225,648.004,965.882,615.665,1166,618.558,1492.67,636.265,945.27,680.415,1157.16,618.526,1504.53,633.262,0,0,553.739,698.151,603.935,612.73,571.466,674.531,1542.81,603.824,1539.76,601.041,1525.14,642.052,1539.82,612.707,0,0,1525.15,627.499
99,0,0,689.265,650.926,703.968,553.789,883.409,536.129,1030.62,527.279,674.567,742.116,880.5,806.844,1048.31,824.584,942.361,644.978,954.108,600.945,1080.67,577.368,1280.86,503.823,930.556,703.91,1330.86,636.26,1516.29,630.394,0,0,0,0,609.72,612.691,574.346,674.496,1625.15,642.132,1622.19,636.275,1530.98,642.149,0,0,0,0,0,0
100,0,0,692.232,651.052,709.855,553.758,883.426,533.312,1027.74,524.426,680.416,742.2,880.596,804.044,1039.48,812.879,951.163,645.111,965.902,603.899,1133.66,600.875,1533.88,686.284,939.373,706.833,1351.45,615.677,1513.34,636.214,0,0,0,0,615.575,603.94,571.498,671.558,1539.78,600.876,1536.87,601.03,1528.08,645.063,1616.32,645.08,0,0,1545.76,686.271
101,0,0,692.263,650.998,712.74,553.736,883.432,533.255,1033.56,524.317,680.434,739.348,871.701,798.18,1024.71,812.911,951.148,645.073,951.211,598.046,1263.18,671.56,0,0,948.258,701.018,1324.95,615.617,1492.76,627.496,0,0,0,0,621.463,606.779,574.505,668.67,1525.09,618.558,1519.25,615.682,1498.59,642.16,0,0,0,0,0,0
102,0,0,695.113,648.105,715.696,550.974,880.598,533.304,1045.35,506.865,686.266,739.34,865.802,792.219,1007.07,809.975,948.229,645.126,957.055,601.014,1107.17,562.681,1280.79,506.756,942.375,706.871,0,0,0,0,0,0,0,0,624.436,612.711,577.338,671.455,0,0,0,0,0,0,0,0,0,0,1301.38,506.75
103,0,0,695.144,648.068,715.782,550.942,880.638,533.288,1063.03,518.552,686.221,739.167,862.888,789.322,1010.03,812.837,954.152,647.995,968.828,606.773,1115.94,553.784,1195.47,521.425,951.092,709.839,1316.12,624.491,1492.75,645.084,0,0,0,0,624.514,603.89,580.319,668.702,1536.88,612.716,1533.94,606.885,1498.68,665.636,0,0,0,0,1239.61,527.309
104,0,0,698.103,648.013,718.613,550.978,883.446,536.224,1030.65,506.854,692.104,739.14,865.786,789.323,1001.25,812.836,933.532,645.082,936.45,600.85,0,0,0,0,930.652,698.02,0,0,0,0,0,0,0,0,624.47,612.726,586.216,671.457,0,0,0,0,0,0,0,0,0,0,0,0
105,580.335,692.078,698.067,650.926,718.551,553.963,812.784,536.215,957.056,524.294,695.084,739.233,815.793,780.417,998.211,809.968,930.577,645.034,930.578,600.947,0,0,0,0,930.57,686.26,0,0,0,0,0,0,574.499,674.451,627.379,612.718,586.217,665.609,0,0,0,0,0,0,0,0,0,0,0,0
